UID,Date,Path
user_00248,2025-03-09,['series']
user_00248,2025-03-21,['channel=offline']
user_00248,2025-03-22,['vip']
user_00248,2025-04-13,['offers']
user_00248,2025-07-02,['beautynews']
user_00249,2025-01-10,['brand-events']
user_00249,2025-02-21,['sell-channels']
user_00249,2025-05-24,['categories']
user_00249,2025-06-02,['brand-events']
user_00249,2025-07-07,['sell-channels']
user_00250,2025-01-29,['events']
user_00250,2025-02-24,['new-products']
user_00250,2025-07-01,['brands']
user_00251,2025-01-22,['series']
user_00251,2025-02-01,['reviews']
user_00251,2025-04-08,['brands']
user_00251,2025-04-15,['series']
user_00252,2025-01-25,['series']
user_00252,2025-03-14,['from=write']
user_00252,2025-03-18,['reviews']
user_00252,2025-04-03,['events']
user_00252,2025-07-20,['products']
user_00253,2025-01-02,['channel=offline']
user_00253,2025-04-03,['write-review-please']
user_00253,2025-04-29,['brand-events']
user_00253,2025-05-17,['reviews']
user_00253,2025-06-18,['events']
user_00254,2025-02-13,['brand_gift']
user_00254,2025-02-16,['category_list']
user_00254,2025-03-17,['category_list']
user_00254,2025-04-15,['tags']
user_00254,2025-04-24,['channel_details']
user_00254,2025-04-25,['sell-channels']
user_00254,2025-05-10,['brand_gift']
user_00254,2025-07-02,['events']
user_00254,2025-07-24,['categories']
user_00255,2025-02-01,['channel=offline']
user_00255,2025-03-26,['reviews']
user_00255,2025-04-24,['series']
user_00255,2025-05-29,['brand-events']
user_00255,2025-06-10,['vip']
user_00255,2025-06-15,['beauty-ranking-tour']
user_00255,2025-07-25,['products']
user_00256,2025-01-19,['news']
user_00256,2025-03-16,['events']
user_00256,2025-03-19,['sell-channels']
user_00256,2025-03-29,['products']
user_00257,2025-01-07,['activities']
user_00257,2025-02-10,['goodbuy']
user_00257,2025-02-12,"['sell-channels', 'write-review-please']"
user_00258,2025-03-05,['write-review-please']
user_00258,2025-03-21,['channel=offline']
user_00258,2025-05-03,['from=write']
user_00258,2025-05-09,['channel=online']
user_00259,2025-04-18,['reviews']
user_00259,2025-05-20,['beauty-awards']
user_00259,2025-06-30,['reviews']
user_00260,2025-01-03,['offers']
user_00260,2025-01-09,['new-products']
user_00260,2025-01-28,['tags']
user_00260,2025-02-21,['brands']
user_00260,2025-05-12,['channel=offline']
user_00260,2025-05-16,['brands']
user_00260,2025-06-11,['tags']
user_00260,2025-06-15,['sell-channels']
user_00260,2025-07-21,['brand_gift']
user_00261,2025-02-13,['new-products']
user_00261,2025-03-14,['channel=offline']
user_00261,2025-03-31,['series']
user_00261,2025-04-04,['channel=offline']
user_00261,2025-04-09,['category_list']
user_00261,2025-05-05,['brands']
user_00261,2025-05-07,['beauty-ranking-tour']
user_00261,2025-05-22,['category_list']
user_00261,2025-06-10,['channel_details']
user_00262,2025-01-13,['products']
user_00262,2025-05-04,['categories']
user_00262,2025-05-29,['new-reviews']
user_00262,2025-06-19,['from=write']
user_00262,2025-07-07,['beautynews']
user_00262,2025-07-27,"['channel=online', 'brand-events']"
user_00263,2025-03-13,['new-products']
user_00263,2025-03-26,['offers']
user_00263,2025-05-31,['vip']
user_00263,2025-07-06,['events']
user_00263,2025-07-08,['channel=offline']
user_00264,2025-02-04,['events']
user_00264,2025-02-26,['beauty-ranking-tour']
user_00264,2025-04-13,['activities']
user_00264,2025-06-18,['brand-events']
user_00265,2025-01-23,['channel_details']
user_00265,2025-01-27,['channel=offline']
user_00265,2025-02-13,['beauty-ranking-tour']
user_00265,2025-02-14,['brand_gift']
user_00265,2025-04-20,['beautynews']
user_00265,2025-05-09,['activities']
user_00265,2025-05-18,['vip']
user_00265,2025-06-03,['activities']
user_00265,2025-07-21,['discount_messages']
user_00266,2025-01-17,['beauty-ranking-tour']
user_00266,2025-03-01,['sell-channels']
user_00266,2025-03-07,['offers']
user_00266,2025-03-16,['beautynews']
user_00266,2025-03-19,['coupons']
user_00266,2025-04-25,['new-reviews']
user_00266,2025-06-02,['channel_details']
user_00267,2025-02-05,['offers']
user_00267,2025-02-14,['vip']
user_00267,2025-03-07,['offers']
user_00267,2025-03-24,['channel_details']
user_00267,2025-05-06,['brands']
user_00269,2025-01-11,['goodbuy']
user_00269,2025-04-14,['offers']
user_00269,2025-05-21,['series']
user_00269,2025-06-19,['channel=offline']
user_00270,2025-02-10,['brand-events']
user_00270,2025-04-03,['write-review-please']
user_00270,2025-04-11,['category_list']
user_00270,2025-05-04,['news']
user_00271,2025-02-03,['products']
user_00271,2025-03-13,['news']
user_00271,2025-05-13,['beauty-awards']
user_00271,2025-05-26,['tags']
user_00271,2025-05-27,['series']
user_00271,2025-07-24,['sell-channels']
user_00271,2025-07-27,['activities']
user_00272,2025-01-14,['from=write']
user_00272,2025-02-07,['ranking']
user_00272,2025-02-22,['ranking']
user_00272,2025-03-23,['news']
user_00273,2025-01-11,['new-reviews']
user_00273,2025-02-15,['brand-events']
user_00273,2025-03-27,['sell-channels']
user_00273,2025-05-03,['from=write']
user_00273,2025-07-01,['tags']
user_00274,2025-01-12,['categories']
user_00274,2025-02-21,['ranking']
user_00274,2025-04-26,['reviews']
user_00274,2025-05-25,['beautynews']
user_00274,2025-07-12,['discount_messages']
user_00275,2025-01-06,['activities']
user_00275,2025-01-07,['activities']
user_00275,2025-03-08,['tags']
user_00275,2025-03-14,['activities']
user_00275,2025-04-22,['coupons']
user_00275,2025-04-28,['discount_messages']
user_00275,2025-07-17,['discount_messages']
user_00275,2025-07-26,['channel=offline']
user_00276,2025-01-13,['vip']
user_00276,2025-01-21,['goodbuy']
user_00276,2025-01-26,['tags']
user_00276,2025-03-27,['beauty-ranking-tour']
user_00276,2025-04-24,['products']
user_00276,2025-06-04,['beauty-awards']
user_00276,2025-06-06,['vip']
user_00276,2025-07-13,['news']
user_00277,2025-02-22,['ranking']
user_00277,2025-02-23,['beauty-awards']
user_00277,2025-03-12,['goodbuy']
user_00277,2025-05-04,['categories']
user_00277,2025-05-28,['brand_gift']
user_00277,2025-06-03,['ranking']
user_00278,2025-05-10,['events']
user_00278,2025-06-05,"['channel=offline', 'brand-events']"
user_00278,2025-07-03,['vip']
user_00278,2025-07-10,['channel_details']
user_00279,2025-01-26,['discount_messages']
user_00279,2025-02-24,['reviews']
user_00279,2025-03-17,['beautynews']
user_00279,2025-04-13,['reviews']
user_00279,2025-04-18,['offers']
user_00279,2025-06-18,['channel=offline']
user_00279,2025-07-19,['products']
user_00280,2025-01-25,['brand-events']
user_00280,2025-02-22,"['events', 'channel_details']"
user_00280,2025-07-30,['channel_details']
user_00281,2025-03-19,['brand_gift']
user_00281,2025-03-20,['from=write']
user_00281,2025-07-19,['brands']
user_00281,2025-07-22,"['from=write', 'beauty-ranking-tour']"
user_00282,2025-01-08,['channel=offline']
user_00282,2025-02-13,['activities']
user_00282,2025-03-28,['discount_messages']
user_00282,2025-06-12,['new-products']
user_00282,2025-06-18,['brand-events']
user_00282,2025-07-15,['sell-channels']
user_00282,2025-07-16,['categories']
user_00282,2025-07-19,['new-reviews']
user_00282,2025-07-21,['products']
user_00283,2025-02-26,['beauty-ranking-tour']
user_00283,2025-03-09,['coupons']
user_00283,2025-04-20,['series']
user_00283,2025-06-06,['new-reviews']
user_00283,2025-07-28,['new-products']
user_00284,2025-03-06,['category_list']
user_00284,2025-06-16,['products']
user_00284,2025-06-26,['categories']
user_00284,2025-07-24,['channel=offline']
user_00285,2025-01-22,"['channel_details', 'tags']"
user_00285,2025-02-18,['ranking']
user_00285,2025-04-08,['write-review-please']
user_00285,2025-05-08,['products']
user_00286,2025-01-01,['new-products']
user_00286,2025-01-02,['reviews']
user_00286,2025-03-19,['brands']
user_00286,2025-05-25,['activities']
user_00287,2025-01-04,['coupons']
user_00287,2025-01-07,['category_list']
user_00287,2025-05-04,['brand_gift']
user_00287,2025-05-06,['from=write']
user_00287,2025-06-19,['brands']
user_00288,2025-01-12,['beautynews']
user_00288,2025-01-21,['goodbuy']
user_00288,2025-02-10,['events']
user_00288,2025-02-25,['channel=online']
user_00288,2025-03-11,['beauty-awards']
user_00289,2025-03-03,['new-reviews']
user_00289,2025-03-21,['events']
user_00289,2025-04-01,['brands']
user_00289,2025-05-03,['category_list']
user_00289,2025-05-30,['channel=offline']
user_00289,2025-06-01,['products']
user_00290,2025-05-27,['brand-events']
user_00290,2025-06-06,['vip']
user_00290,2025-06-21,['channel=online']
user_00290,2025-07-08,['write-review-please']
user_00290,2025-07-21,['news']
user_00291,2025-05-10,['new-products']
user_00291,2025-06-01,['series']
user_00291,2025-06-30,['category_list']
user_00292,2025-02-09,['brand_gift']
user_00292,2025-04-29,['coupons']
user_00292,2025-06-04,['series']
user_00292,2025-07-18,['channel=online']
user_00293,2025-01-21,['offers']
user_00293,2025-05-30,['coupons']
user_00294,2025-04-27,['from=write']
user_00294,2025-05-01,['channel=online']
user_00294,2025-07-17,['brand-events']
user_00295,2025-02-13,['brand_gift']
user_00295,2025-05-16,['tags']
user_00296,2025-01-14,['discount_messages']
user_00296,2025-02-05,['sell-channels']
user_00296,2025-03-13,['news']
user_00296,2025-04-29,['goodbuy']
user_00296,2025-07-06,['sell-channels']
user_00296,2025-07-21,['tags']
user_00297,2025-02-26,['channel_details']
user_00297,2025-03-11,['events']
user_00297,2025-04-02,['brand-events']
user_00297,2025-04-27,['news']
user_00297,2025-05-16,['from=write']
user_00297,2025-06-27,['category_list']
user_00297,2025-07-01,['brands']
user_00297,2025-07-27,['channel=offline']
user_00298,2025-02-13,['tags']
user_00298,2025-03-09,['new-reviews']
user_00298,2025-04-02,['activities']
user_00298,2025-04-25,['brand-events']
user_00298,2025-04-26,['write-review-please']
user_00298,2025-05-18,['category_list']
user_00298,2025-06-30,['coupons']
user_00299,2025-02-08,['events']
user_00299,2025-03-22,['beauty-ranking-tour']
user_00299,2025-06-27,['channel=online']
user_00299,2025-07-29,['brand_gift']
user_00300,2025-02-04,['brands']
user_00300,2025-04-01,['brand-events']
user_00300,2025-05-08,['ranking']
user_00301,2025-07-24,['tags']
user_00302,2025-02-18,['write-review-please']
user_00302,2025-03-24,['channel=online']
user_00302,2025-04-10,['reviews']
user_00302,2025-04-27,['vip']
user_00302,2025-07-11,['brands']
user_00303,2025-01-28,['new-reviews']
user_00303,2025-03-15,['new-reviews']
user_00303,2025-06-04,['brand-events']
user_00304,2025-03-31,['goodbuy']
user_00304,2025-05-27,['channel=offline']
user_00305,2025-01-01,['news']
user_00305,2025-06-27,['news']
user_00305,2025-07-12,['from=write']
user_00305,2025-07-20,['coupons']
user_00306,2025-01-06,['beautynews']
user_00306,2025-03-09,['new-reviews']
user_00306,2025-05-02,['goodbuy']
user_00307,2025-01-28,['news']
user_00307,2025-02-11,['channel_details']
user_00307,2025-06-29,['coupons']
user_00308,2025-01-17,"['vip', 'beauty-awards']"
user_00308,2025-02-16,['channel_details']
user_00308,2025-02-24,['beauty-ranking-tour']
user_00308,2025-02-27,['category_list']
user_00308,2025-03-08,['category_list']
user_00308,2025-03-11,['goodbuy']
user_00308,2025-04-04,['brand_gift']
user_00308,2025-06-02,['products']
user_00308,2025-06-26,['beauty-ranking-tour']
user_00309,2025-01-04,['brand-events']
user_00309,2025-02-25,['beauty-awards']
user_00309,2025-03-10,['series']
user_00309,2025-03-26,['brand-events']
user_00309,2025-03-29,"['category_list', 'news']"
user_00309,2025-05-11,['channel=offline']
user_00310,2025-03-16,['brands']
user_00310,2025-04-07,['brands']
user_00310,2025-05-13,['channel=online']
user_00310,2025-05-28,['vip']
user_00310,2025-07-27,['channel=offline']
user_00311,2025-01-03,['brand-events']
user_00311,2025-02-10,['categories']
user_00311,2025-02-28,['new-reviews']
user_00311,2025-03-10,['brand-events']
user_00311,2025-03-22,['series']
user_00311,2025-05-05,['products']
user_00311,2025-06-23,['offers']
user_00311,2025-07-15,['brands']
user_00311,2025-07-25,['news']
user_00312,2025-01-08,['sell-channels']
user_00313,2025-02-14,['beautynews']
user_00313,2025-04-05,['brand_gift']
user_00313,2025-04-08,['sell-channels']
user_00313,2025-04-15,['new-reviews']
user_00313,2025-04-28,['sell-channels']
user_00313,2025-06-06,['vip']
user_00313,2025-07-13,['category_list']
user_00314,2025-02-23,['news']
user_00314,2025-04-09,['write-review-please']
user_00314,2025-05-05,['vip']
user_00314,2025-05-17,['brand_gift']
user_00314,2025-06-26,['brand-events']
user_00314,2025-07-30,['new-reviews']
user_00315,2025-01-15,['brand-events']
user_00315,2025-01-21,['channel_details']
user_00315,2025-02-04,['channel=online']
user_00315,2025-02-07,['new-reviews']
user_00315,2025-02-09,['series']
user_00315,2025-06-03,['vip']
user_00315,2025-07-05,['from=write']
user_00315,2025-07-13,['coupons']
user_00316,2025-01-15,['beauty-awards']
user_00316,2025-03-14,['discount_messages']
user_00316,2025-05-02,['channel_details']
user_00316,2025-06-02,['vip']
user_00316,2025-06-07,['categories']
user_00316,2025-06-22,['beauty-awards']
user_00317,2025-01-31,['events']
user_00317,2025-04-06,['series']
user_00317,2025-05-04,['write-review-please']
user_00317,2025-05-06,['from=write']
user_00317,2025-06-06,['brand-events']
user_00318,2025-01-21,['beauty-ranking-tour']
user_00318,2025-03-16,['tags']
user_00318,2025-03-29,['sell-channels']
user_00318,2025-05-21,['new-reviews']
user_00318,2025-05-30,['beautynews']
user_00318,2025-06-30,['new-products']
user_00318,2025-07-18,['discount_messages']
user_00319,2025-01-02,['offers']
user_00319,2025-01-13,['new-reviews']
user_00319,2025-01-30,['coupons']
user_00319,2025-03-13,['vip']
user_00319,2025-03-18,['series']
user_00319,2025-06-01,['events']
user_00319,2025-06-13,['channel_details']
user_00319,2025-07-29,['products']
user_00320,2025-05-02,['channel=online']
user_00321,2025-04-16,['brand_gift']
user_00321,2025-04-25,['channel=online']
user_00321,2025-05-14,['beauty-ranking-tour']
user_00321,2025-07-24,['channel=offline']
user_00322,2025-02-13,['new-products']
user_00322,2025-03-26,['goodbuy']
user_00322,2025-05-12,['activities']
user_00322,2025-07-17,['beauty-awards']
user_00323,2025-01-07,['ranking']
user_00323,2025-03-20,['beautynews']
user_00323,2025-06-02,['vip']
user_00324,2025-01-01,['beauty-awards']
user_00324,2025-01-26,['reviews']
user_00324,2025-02-09,['new-reviews']
user_00324,2025-05-17,['activities']
user_00325,2025-01-26,['tags']
user_00325,2025-01-31,['discount_messages']
user_00325,2025-03-12,"['beauty-awards', 'category_list']"
user_00325,2025-05-10,['new-reviews']
user_00326,2025-01-20,['channel=offline']
user_00326,2025-01-22,['new-products']
user_00326,2025-02-20,['brand_gift']
user_00326,2025-04-24,['goodbuy']
user_00326,2025-06-16,['new-products']
user_00326,2025-06-17,['channel=online']
user_00327,2025-02-04,['activities']
user_00327,2025-04-17,['sell-channels']
user_00328,2025-01-11,['ranking']
user_00328,2025-05-09,['brand-events']
user_00328,2025-07-03,['news']
user_00328,2025-07-16,['coupons']
user_00329,2025-02-24,['beauty-ranking-tour']
user_00329,2025-02-25,['offers']
user_00329,2025-03-08,['vip']
user_00329,2025-03-09,['products']
user_00329,2025-07-07,['new-reviews']
user_00330,2025-03-22,['products']
user_00330,2025-06-17,['news']
user_00331,2025-01-10,['categories']
user_00331,2025-01-14,['goodbuy']
user_00331,2025-02-21,['activities']
user_00331,2025-04-01,['channel=offline']
user_00331,2025-04-14,['beautynews']
user_00331,2025-05-30,['discount_messages']
user_00331,2025-06-12,['series']
user_00331,2025-07-02,['channel=online']
user_00331,2025-07-12,['beautynews']
user_00332,2025-02-09,['channel_details']
user_00332,2025-06-15,['events']
user_00332,2025-06-18,['offers']
user_00333,2025-01-03,['tags']
user_00333,2025-01-25,['goodbuy']
user_00333,2025-03-01,['events']
user_00333,2025-03-04,['ranking']
user_00333,2025-03-28,['brand_gift']
user_00333,2025-07-29,['events']
user_00334,2025-01-16,['activities']
user_00334,2025-03-07,['brands']
user_00334,2025-04-02,['series']
user_00334,2025-06-06,['series']
user_00334,2025-06-10,['brand-events']
user_00334,2025-06-14,['sell-channels']
user_00335,2025-01-02,['category_list']
user_00335,2025-02-16,['goodbuy']
user_00335,2025-02-20,['news']
user_00335,2025-04-10,['news']
user_00335,2025-04-11,['write-review-please']
user_00335,2025-05-10,['coupons']
user_00335,2025-05-28,['ranking']
user_00335,2025-07-22,['products']
user_00336,2025-02-14,['brand-events']
user_00336,2025-04-22,['brand_gift']
user_00336,2025-05-09,['brand-events']
user_00337,2025-04-05,['events']
user_00337,2025-04-20,['beautynews']
user_00338,2025-01-13,['new-products']
user_00338,2025-05-24,['brands']
user_00338,2025-06-04,['tags']
user_00338,2025-06-12,['coupons']
user_00338,2025-07-08,['news']
user_00339,2025-01-08,['new-reviews']
user_00339,2025-01-24,['vip']
user_00339,2025-02-15,['activities']
user_00339,2025-02-23,['new-reviews']
user_00339,2025-03-02,['from=write']
user_00339,2025-05-25,['discount_messages']
user_00339,2025-06-22,['reviews']
user_00339,2025-06-26,['reviews']
user_00340,2025-04-06,['goodbuy']
user_00340,2025-05-04,['offers']
user_00340,2025-05-05,['channel_details']
user_00341,2025-02-15,['series']
user_00341,2025-03-18,['products']
user_00341,2025-05-25,['products']
user_00341,2025-06-27,['sell-channels']
user_00342,2025-01-14,['activities']
user_00342,2025-03-10,['discount_messages']
user_00342,2025-04-12,['brand-events']
user_00342,2025-04-17,['vip']
user_00342,2025-05-26,['new-reviews']
user_00342,2025-05-27,['category_list']
user_00343,2025-01-10,['coupons']
user_00343,2025-03-12,['reviews']
user_00343,2025-03-24,['discount_messages']
user_00343,2025-05-07,['channel=online']
user_00343,2025-07-08,['new-products']
user_00344,2025-06-04,['beauty-awards']
user_00344,2025-07-11,['category_list']
user_00345,2025-01-02,['channel=online']
user_00345,2025-03-17,['vip']
user_00345,2025-04-07,['sell-channels']
user_00345,2025-05-19,['offers']
user_00345,2025-06-02,['vip']
user_00345,2025-07-19,['news']
user_00346,2025-02-09,['channel=offline']
user_00346,2025-03-09,['news']
user_00346,2025-05-14,['discount_messages']
user_00346,2025-07-21,['beauty-ranking-tour']
user_00347,2025-02-23,['from=write']
user_00347,2025-03-01,['activities']
user_00347,2025-04-12,['ranking']
user_00347,2025-04-26,['discount_messages']
user_00347,2025-06-19,['beautynews']
user_00348,2025-01-01,['channel=online']
user_00348,2025-01-27,['offers']
user_00348,2025-05-27,['events']
user_00348,2025-05-29,['news']
user_00348,2025-06-04,['beauty-awards']
user_00348,2025-07-22,['vip']
user_00349,2025-01-13,['channel_details']
user_00349,2025-02-11,['channel_details']
user_00349,2025-03-15,['activities']
user_00350,2025-01-17,['products']
user_00350,2025-01-25,['events']
user_00350,2025-05-01,['sell-channels']
user_00350,2025-05-06,['discount_messages']
user_00350,2025-06-13,['goodbuy']
user_00350,2025-07-02,['channel=offline']
user_00350,2025-07-08,['products']
user_00351,2025-02-01,['beautynews']
user_00351,2025-04-08,['vip']
user_00351,2025-04-23,['write-review-please']
user_00351,2025-06-09,['events']
user_00351,2025-06-19,['reviews']
user_00351,2025-06-26,['reviews']
user_00351,2025-07-14,['series']
user_00352,2025-01-22,['ranking']
user_00353,2025-02-03,['vip']
user_00353,2025-03-17,['channel=offline']
user_00353,2025-05-03,['new-reviews']
user_00353,2025-05-20,['brands']
user_00353,2025-06-17,['new-products']
user_00354,2025-01-27,['ranking']
user_00354,2025-01-28,['category_list']
user_00354,2025-03-09,['brand_gift']
user_00354,2025-05-11,['events']
user_00354,2025-05-14,['reviews']
user_00355,2025-02-24,['tags']
user_00355,2025-04-25,['reviews']
user_00355,2025-07-14,['new-reviews']
user_00356,2025-05-12,['from=write']
user_00356,2025-05-21,['ranking']
user_00356,2025-07-03,['coupons']
user_00356,2025-07-06,['brand_gift']
user_00357,2025-02-16,['offers']
user_00357,2025-07-08,['news']
user_00358,2025-01-23,['sell-channels']
user_00358,2025-03-15,['products']
user_00358,2025-03-31,['series']
user_00358,2025-04-06,"['from=write', 'coupons']"
user_00358,2025-04-20,['ranking']
user_00358,2025-05-24,['new-reviews']
user_00359,2025-04-27,['vip']
user_00359,2025-05-09,['products']
user_00359,2025-07-12,['new-reviews']
user_00359,2025-07-23,['new-products']
user_00360,2025-02-17,['vip']
user_00360,2025-02-20,['offers']
user_00360,2025-02-24,['offers']
user_00360,2025-03-26,['activities']
user_00360,2025-04-16,['events']
user_00360,2025-06-15,['ranking']
user_00360,2025-06-20,['ranking']
user_00360,2025-07-10,['vip']
user_00361,2025-01-03,['channel_details']
user_00361,2025-01-08,['news']
user_00361,2025-03-16,['vip']
user_00361,2025-03-27,['activities']
user_00361,2025-05-21,['discount_messages']
user_00361,2025-06-01,['sell-channels']
user_00361,2025-07-27,['events']
user_00362,2025-01-16,['channel=offline']
user_00362,2025-03-18,['news']
user_00362,2025-03-27,['ranking']
user_00362,2025-05-14,['discount_messages']
user_00362,2025-07-13,['brand_gift']
user_00362,2025-07-30,['category_list']
user_00363,2025-01-10,['beauty-awards']
user_00363,2025-01-16,['channel=offline']
user_00363,2025-04-30,['beauty-awards']
user_00364,2025-02-05,['ranking']
user_00364,2025-03-06,['channel=offline']
user_00364,2025-03-21,['news']
user_00364,2025-06-12,['offers']
user_00364,2025-06-21,['reviews']
user_00365,2025-01-13,['goodbuy']
user_00365,2025-03-14,['brands']
user_00365,2025-03-24,['sell-channels']
user_00365,2025-04-26,['channel_details']
user_00365,2025-05-22,['new-reviews']
user_00365,2025-06-08,['events']
user_00365,2025-06-18,['offers']
user_00365,2025-07-24,['channel=online']
user_00366,2025-03-20,['coupons']
user_00366,2025-05-22,['brand_gift']
user_00366,2025-07-02,['categories']
user_00367,2025-04-15,['ranking']
user_00367,2025-05-13,['channel=offline']
user_00367,2025-05-26,['coupons']
user_00367,2025-06-05,['beauty-ranking-tour']
user_00367,2025-07-02,['products']
user_00368,2025-01-05,['from=write']
user_00368,2025-01-17,['channel=online']
user_00368,2025-05-11,['categories']
user_00369,2025-01-08,['tags']
user_00369,2025-03-13,['beautynews']
user_00369,2025-03-15,['brands']
user_00369,2025-03-18,['category_list']
user_00369,2025-04-01,['ranking']
user_00369,2025-04-22,['category_list']
user_00369,2025-05-19,['reviews']
user_00369,2025-05-21,['beauty-awards']
user_00370,2025-01-09,['category_list']
user_00370,2025-02-13,['brands']
user_00370,2025-05-18,['from=write']
user_00370,2025-07-20,['categories']
user_00371,2025-01-05,['new-reviews']
user_00371,2025-01-29,['channel=offline']
user_00371,2025-04-17,['channel=online']
user_00371,2025-04-25,['channel=online']
user_00371,2025-05-03,['goodbuy']
user_00371,2025-05-24,['coupons']
user_00372,2025-02-24,['brand_gift']
user_00372,2025-03-31,['events']
user_00372,2025-04-15,['channel=offline']
user_00372,2025-05-28,['new-reviews']
user_00372,2025-07-07,['events']
user_00372,2025-07-27,['sell-channels']
user_00373,2025-01-05,['channel=offline']
user_00373,2025-01-18,['from=write']
user_00373,2025-02-13,['discount_messages']
user_00373,2025-02-19,['brand-events']
user_00373,2025-03-11,['discount_messages']
user_00373,2025-04-13,['offers']
user_00373,2025-05-31,['category_list']
user_00373,2025-07-07,['discount_messages']
user_00373,2025-07-15,['channel=online']
user_00374,2025-01-25,['sell-channels']
user_00374,2025-02-13,['brand-events']
user_00374,2025-03-19,['new-reviews']
user_00374,2025-05-06,['brand_gift']
user_00374,2025-05-15,['vip']
user_00374,2025-06-06,['series']
user_00374,2025-06-11,['category_list']
user_00375,2025-01-04,['sell-channels']
user_00375,2025-06-05,['channel=offline']
user_00376,2025-01-08,['activities']
user_00376,2025-01-27,['channel=online']
user_00376,2025-02-20,['news']
user_00376,2025-03-10,['goodbuy']
user_00376,2025-04-21,['sell-channels']
user_00376,2025-05-30,['beautynews']
user_00376,2025-06-01,['brands']
user_00377,2025-01-07,['vip']
user_00377,2025-02-04,['new-products']
user_00377,2025-02-21,['category_list']
user_00377,2025-03-18,['offers']
user_00377,2025-04-19,['beauty-ranking-tour']
user_00377,2025-04-29,['coupons']
user_00378,2025-01-20,['activities']
user_00378,2025-01-25,['vip']
user_00378,2025-03-02,['goodbuy']
user_00378,2025-05-09,['events']
user_00378,2025-05-11,['discount_messages']
user_00378,2025-05-22,['channel_details']
user_00378,2025-05-31,['beauty-ranking-tour']
user_00378,2025-07-18,['write-review-please']
user_00379,2025-01-05,['events']
user_00379,2025-02-03,['series']
user_00379,2025-03-05,['coupons']
user_00379,2025-06-20,['coupons']
user_00381,2025-05-13,['write-review-please']
user_00381,2025-06-04,['sell-channels']
user_00382,2025-02-14,['offers']
user_00382,2025-02-18,['ranking']
user_00382,2025-04-11,['products']
user_00382,2025-04-26,['brands']
user_00383,2025-01-29,['channel_details']
user_00383,2025-03-22,['new-reviews']
user_00383,2025-04-17,['beauty-ranking-tour']
user_00383,2025-04-21,['vip']
user_00383,2025-06-05,['ranking']
user_00383,2025-06-27,['new-reviews']
user_00384,2025-01-25,['write-review-please']
user_00384,2025-01-28,['new-products']
user_00384,2025-03-08,['beautynews']
user_00384,2025-04-18,['brands']
user_00384,2025-06-10,['categories']
user_00384,2025-06-28,['brands']
user_00384,2025-07-01,['new-products']
user_00384,2025-07-03,['write-review-please']
user_00385,2025-01-16,['beauty-ranking-tour']
user_00385,2025-03-06,['channel=online']
user_00385,2025-06-02,['activities']
user_00386,2025-01-28,['reviews']
user_00386,2025-02-09,['activities']
user_00386,2025-03-06,['new-reviews']
user_00386,2025-04-18,['tags']
user_00386,2025-05-03,['brands']
user_00387,2025-02-17,['channel=online']
user_00387,2025-03-04,['channel=offline']
user_00387,2025-03-13,['beautynews']
user_00387,2025-04-01,['sell-channels']
user_00387,2025-05-02,['activities']
user_00388,2025-02-26,['beauty-awards']
user_00388,2025-07-09,['from=write']
user_00388,2025-07-14,['discount_messages']
user_00389,2025-01-18,['beauty-awards']
user_00389,2025-02-17,['goodbuy']
user_00389,2025-04-05,['news']
user_00389,2025-04-18,['brands']
user_00390,2025-01-11,['category_list']
user_00390,2025-01-19,['beauty-ranking-tour']
user_00390,2025-01-26,['categories']
user_00390,2025-03-09,['category_list']
user_00391,2025-03-08,['products']
user_00391,2025-03-29,"['news', 'brands']"
user_00391,2025-04-08,['channel_details']
user_00391,2025-05-09,['series']
user_00391,2025-05-21,['activities']
user_00391,2025-06-02,['brand_gift']
user_00391,2025-06-21,['category_list']
user_00392,2025-01-14,['goodbuy']
user_00392,2025-03-08,['new-reviews']
user_00392,2025-06-20,['offers']
user_00392,2025-07-30,['write-review-please']
user_00393,2025-06-06,['series']
user_00394,2025-03-31,['channel=online']
user_00394,2025-06-08,['tags']
user_00394,2025-06-10,['beauty-awards']
user_00394,2025-06-29,['activities']
user_00395,2025-01-07,['new-products']
user_00395,2025-02-14,['sell-channels']
user_00395,2025-02-19,['reviews']
user_00395,2025-07-15,['coupons']
user_00396,2025-02-03,['brand_gift']
user_00396,2025-02-12,['sell-channels']
user_00396,2025-04-24,['vip']
user_00397,2025-02-18,['write-review-please']
user_00397,2025-05-13,['news']
user_00397,2025-05-27,['beautynews']
user_00397,2025-06-17,['events']
user_00397,2025-06-27,['series']
user_00398,2025-04-03,['new-products']
user_00399,2025-01-14,['coupons']
user_00399,2025-01-15,['activities']
user_00399,2025-01-24,['beauty-awards']
user_00399,2025-03-15,['from=write']
user_00399,2025-03-24,['series']
user_00399,2025-03-26,['write-review-please']
user_00399,2025-03-31,['new-products']
user_00399,2025-05-10,['activities']
user_00400,2025-01-09,['brand_gift']
user_00400,2025-01-23,['beauty-awards']
user_00400,2025-02-27,['categories']
user_00400,2025-06-07,['brand_gift']
user_00400,2025-06-16,['categories']
user_00400,2025-07-12,['vip']
user_00401,2025-04-05,['new-products']
user_00401,2025-04-29,['activities']
user_00401,2025-05-31,['vip']
user_00402,2025-01-17,['discount_messages']
user_00402,2025-01-22,['from=write']
user_00402,2025-01-25,['from=write']
user_00402,2025-02-07,['coupons']
user_00402,2025-02-25,['beautynews']
